nces_id,College Name,state,address,phone_number,website,type,awards_offered,campus_housing,student_population,student_faculty_ratio
132851,College of Central Florida,FL,3001 SW College Rd Ocala Florida 34474,(352) 873-5800,www.cf.edu/,4-year primarily associate's Public,Less than one year certificateOne but less than two years certificateAssociate's degreeBachelor's degree,No,6150 (all undergraduate),19 to 1
217819,College of Charleston,SC,66 George St Charleston South Carolina 29424-0001,(843) 953-5500,www.cofc.edu/,4-year Public,Less than one year certificateBachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificate,Yes,10384 (9300 undergraduate),15 to 1
139250,College of Coastal Georgia,GA,One College Drive Brunswick Georgia 31520-3644,(912) 279-5700,www.ccga.edu/,4-year Public,Associate's degreeBachelor's degree,Yes,3457 (all undergraduate),21 to 1
413617,College of Menominee Nation,WI,N172 State Highway 47&55 Keshena Wisconsin 54135-1179,(715) 799-5600 x3084,www.menominee.edu/,4-year primarily associate's Private not-for-profit,One but less than two years certificateAssociate's degreeBachelor's degree,No,173 (all undergraduate),4 to 1
193399,College of Mount Saint Vincent,NY,6301 Riverdale Ave Bronx New York 10471-1093,(718) 405-3200,www.mountsaintvincent.edu/,4-year Private not-for-profit,Associate's degreeBachelor's degreeMaster's degreePost-master's certificate,Yes,2663 (2257 undergraduate),14 to 1
167394,College of Our Lady of the Elms,MA,291 Springfield St Chicopee Massachusetts 01013,(413) 594-2761,www.elms.edu/,4-year Private not-for-profit,Less than one year certificateOne but less than two years certificateAssociate's degreeBachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificateDoctor's degree - professional practice,Yes,1355 (1030 undergraduate),12 to 1
174747,College of Saint Benedict,MN,37 S. College Ave. Saint Joseph Minnesota 56374,(320) 363-5011,csbsju.edu/,4-year Private not-for-profit,Bachelor's degree,Yes,1668 (all undergraduate),12 to 1
181604,College of Saint Mary,NE,7000 Mercy Rd. Omaha Nebraska 68106,(402) 399-2400,www.csm.edu/,4-year Private not-for-profit,Less than one year certificateOne but less than two years certificateAssociate's degreeBachelor's degreePostbaccalaureate certificateMaster's degreeDoctor's degree - research/scholarshipDoctor's degree - professional practice,Yes,1024 (680 undergraduate),9 to 1
142559,College of Southern Idaho,ID,315 Falls Ave. Twin Falls Idaho 83301,(208) 733-9554,www.csi.edu/,4-year primarily associate's Public,Less than one year certificateOne but less than two years certificateAssociate's degreeBachelor's degree,Yes,7321 (all undergraduate),21 to 1
182005,College of Southern Nevada,NV,6375 W. Charleston Blvd. Las Vegas Nevada 89146-1164,(702) 651-5000,www.csn.edu/,4-year primarily associate's Public,Less than one year certificateOne but less than two years certificateAssociate's degreeBachelor's degree,No,29965 (all undergraduate),21 to 1
190558,College of Staten Island CUNY,NY,2800 Victory Blvd Staten Island New York 10314,(718) 982-2000,www.csi.cuny.edu/,4-year Public,Less than one year certificateAssociate's degreeBachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificateDoctor's degree - research/scholarshipDoctor's degree - professional practice,Yes,12797 (11755 undergraduate),20 to 1
160959,College of the Atlantic,ME,105 Eden Street Bar Harbor Maine 04609,(207) 288-5015,www.coa.edu/,4-year Private not-for-profit,Bachelor's degreeMaster's degree,Yes,370 (366 undergraduate),10 to 1
166124,College of the Holy Cross,MA,One College Street Worcester Massachusetts 01610-2395,(508) 793-2011,www.holycross.edu/,4-year Private not-for-profit,Bachelor's degree,Yes,2970 (all undergraduate),10 to 1
178697,College of the Ozarks,MO,100 Opportunity Avenue Point Lookout Missouri 65726-0017,(417) 334-6411,www.cofo.edu/,4-year Private not-for-profit,Bachelor's degree,Yes,1489 (all undergraduate),15 to 1
493822,College Unbound,RI,325 Public Street Providence Rhode Island 02905-2340,(401) 752-2640,collegeunbound.org/,4-year Private not-for-profit,Bachelor's degree,No,158 (all undergraduate),8 to 1
247834,Collin County Community College District,TX,3452 Spur 399 McKinney Texas 75069,(972) 881-5790,www.collin.edu/,4-year primarily associate's Public,Less than one year certificateOne but less than two years certificateAssociate's degreeBachelor's degree,Yes,35390 (all undergraduate),23 to 1
126669,Colorado Christian University,CO,8787 West Alameda Avenue Lakewood Colorado 80226,(303) 963-3000,www.ccu.edu/,4-year Private not-for-profit,Less than one year certificateAssociate's degreeBachelor's degreePostbaccalaureate certificateMaster's degreeDoctor's degree - professional practice,Yes,7839 (6661 undergraduate),15 to 1
126678,Colorado College,CO,14. E Cache La Poudre St. Colorado Springs Colorado 80903,(719) 389-6000,www.coloradocollege.edu/,4-year Private not-for-profit,Bachelor's degreeMaster's degree,Yes,2050 (2025 undergraduate),9 to 1
127556,Colorado Mesa University,CO,1100 North Avenue Grand Junction Colorado 81501-3122,(970) 248-1020,www.coloradomesa.edu/,4-year Public,Less than one year certificateOne but less than two years certificateAssociate's degreeBachelor's degreePostbaccalaureate certificateMaster's degreeDoctor's degree - professional practice,Yes,9110 (8945 undergraduate),19 to 1
126711,Colorado Mountain College,CO,802 Grand Ave. Glenwood Springs Colorado 81601-0233,(800) 621-8559,coloradomtn.edu/,4-year primarily associate's Public,Less than one year certificateOne but less than two years certificateAssociate's degreeBachelor's degree,Yes,5315 (all undergraduate),13 to 1
126775,Colorado School of Mines,CO,1500 Illinois St Golden Colorado 80401,(303) 273-3000,www.mines.edu/,4-year Public,Bachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificateDoctor's degree - research/scholarship,Yes,6744 (5200 undergraduate),17 to 1
128106,Colorado State University Pueblo,CO,2200 Bonforte Blvd Pueblo Colorado 81001-4901,(719) 549-2100,www.csupueblo.edu/,4-year Public,Less than one year certificateBachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificateDoctor's degree - professional practice,Yes,5925 (4113 undergraduate),15 to 1
126818,Colorado State University-Fort Collins,CO,102 Administration Building Fort Collins Colorado 80523-0100,(970) 491-1101,colostate.edu/,4-year Public,Bachelor's degreePostbaccalaureate certificateMaster's degreeDoctor's degree - research/scholarshipDoctor's degree - professional practice,Yes,32428 (24792 undergraduate),16 to 1
476975,Colorado State University-Global Campus,CO,All programs offered completely via Distance education585 Salida Way Aurora Colorado 80011-0000,(800) 920-6723,csuglobal.edu/,4-year Public,Less than one year certificateBachelor's degreePostbaccalaureate certificateMaster's degree,No,12578 (7970 undergraduate),27 to 1
126827,Colorado Technical University-Colorado Springs,CO,4435 N Chestnut Street Colorado Springs Colorado 80907-3812,(719) 598-0200,www.coloradotech.edu/colorado-springs,4-year Private for-profit,Associate's degreeBachelor's degreeMaster's degreeDoctor's degree - professional practice,No,28244 (24759 undergraduate),31 to 1
234979,Columbia Basin College,WA,2600 N 20th Ave Pasco Washington 99301,(509) 547-0511,www.columbiabasin.edu/,4-year primarily associate's Public,Less than one year certificateOne but less than two years certificateAssociate's degreeBachelor's degree,Yes,6745 (all undergraduate),17 to 1
177065,Columbia College,MO,1001 Rogers Street Columbia Missouri 65216,(800) 231-2391,www.ccis.edu/,4-year Private not-for-profit,Less than one year certificateAssociate's degreeBachelor's degreeMaster's degree,Yes,8347 (7861 undergraduate),23 to 1
217934,Columbia College,SC,1301 Columbia College Dr Columbia South Carolina 29203,(803) 786-3012,www.columbiasc.edu/,4-year Private not-for-profit,Associate's degreeBachelor's degreePostbaccalaureate certificateMaster's degree,Yes,1218 (979 undergraduate),12 to 1
144281,Columbia College Chicago,IL,600 South Michigan Chicago Illinois 60605-1996,(312) 369-1000,www.colum.edu/,4-year Private not-for-profit,Bachelor's degreePostbaccalaureate certificateMaster's degree,Yes,6769 (6542 undergraduate),14 to 1
112570,Columbia College Hollywood,CA,18618 Oxnard St Tarzana California 91356-1411,(818) 345-8414,www.columbiacollege.edu/,4-year Private not-for-profit,Associate's degreeBachelor's degree,No,760 (all undergraduate),12 to 1
238573,Columbia College of Nursing,WI,4425 N Port Washington Rd Glendale Wisconsin 53212,(414) 326-2330,www.ccon.edu/,4-year Private not-for-profit,Bachelor's degreeMaster's degree,No,,
217925,Columbia International University,SC,7435 Monticello Rd Columbia South Carolina 29203-1513,(800) 777-2227,www.ciu.edu/,4-year Private not-for-profit,Less than one year certificateOne but less than two years certificateAssociate's degreeBachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificateDoctor's degree - research/scholarshipDoctor's degree - professional practice,Yes,2098 (857 undergraduate),15 to 1
450933,Columbia Southern University,AL,All programs offered completely via Distance education21982 University Lane Orange Beach Alabama 36561-9000,(251) 981-3771 x1278,www.columbiasouthern.edu/,4-year Private for-profit,Less than one year certificateAssociate's degreeBachelor's degreePostbaccalaureate certificateMaster's degreeDoctor's degree - research/scholarship,No,18533 (13254 undergraduate),39 to 1
190150,Columbia University in the City of New York,NY,West 116 St and Broadway New York New York 10027,(212) 854-1754,www.columbia.edu/,4-year Private not-for-profit,Bachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificateDoctor's degree - research/scholarshipDoctor's degree - professional practice,Yes,30135 (8148 undergraduate),6 to 1
202170,Columbus College of Art and Design,OH,60 Cleveland Ave. Columbus Ohio 43215,(614) 224-9101,www.ccad.edu/,4-year Private not-for-profit,Bachelor's degreeMaster's degree,Yes,1009 (982 undergraduate),10 to 1
139366,Columbus State University,GA,4225 University Ave Columbus Georgia 31907-5645,(706) 507-8800,www.columbusstate.edu/,4-year Public,Less than one year certificateOne but less than two years certificateAssociate's degreeBachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificateDoctor's degree - research/scholarship,Yes,8372 (6877 undergraduate),17 to 1
126942,Community College of Denver,CO,1111 W. Colfax Ave. Denver Colorado 80204-2026,(303) 556-2600,www.ccd.edu/,4-year primarily associate's Public,Less than one year certificateOne but less than two years certificateAssociate's degreeBachelor's degree,No,7273 (all undergraduate),19 to 1
459417,Compass College of Cinematic Arts,MI,41 Sheldon Blvd SE Grand Rapids Michigan 49503,(616) 988-1000,compass.edu/,4-year Private not-for-profit,Associate's degreeBachelor's degree,No,72 (all undergraduate),9 to 1
177083,Conception Seminary College,MO,37174 State Hwy V V Conception Missouri 64433-0502,(660) 944-3105,www.conception.edu/,4-year Private not-for-profit,One but less than two years certificateBachelor's degree,Yes,42 (all undergraduate),4 to 1
237330,Concord University,WV,1000 Vermillion Street Athens West Virginia 24712,(888) 344-6679,www.concord.edu/,4-year Public,Bachelor's degreeMaster's degreePost-master's certificate,Yes,1807 (1463 undergraduate),16 to 1
155283,Concorde Career College-Kansas City,MO,3239 Broadway Kansas City Missouri 64111-2407,(816) 531-5223,www.concorde.edu/campus/kansas-city-missouri,4-year primarily associate's Private for-profit,Less than one year certificateOne but less than two years certificateAssociate's degreeBachelor's degree,No,323 (all undergraduate),15 to 1
190248,Concordia College,NY,171 White Plains Rd Bronxville New York 10708-1998,(914) 337-9300,www.concordia-ny.edu/,4-year Private not-for-profit,Associate's degreeBachelor's degreeMaster's degree,Yes,1129 (755 undergraduate),11 to 1
173300,Concordia College at Moorhead,MN,901 S 8th St Moorhead Minnesota 56562,(218) 299-4200,www.concordiacollege.edu/,4-year Private not-for-profit,Bachelor's degreePostbaccalaureate certificateMaster's degree,Yes,1973 (1943 undergraduate),11 to 1
224004,Concordia University Texas,TX,11400 Concordia University Drive Austin Texas 78726,(512) 313-3000,www.concordia.edu/,4-year Private not-for-profit,Bachelor's degreeMaster's degreeDoctor's degree - research/scholarship,Yes,2257 (1740 undergraduate),12 to 1
169363,Concordia University-Ann Arbor,MI,4090 Geddes Rd Ann Arbor Michigan 48105,(734) 995-7300,www.cuaa.edu/,4-year Private not-for-profit,Associate's degreeBachelor's degreeMaster's degreePost-master's certificate,Yes,1165 (1002 undergraduate),10 to 1
144351,Concordia University-Chicago,IL,7400 Augusta River Forest Illinois 60305-1499,(708) 771-8300,www.cuchicago.edu/,4-year Private not-for-profit,Associate's degreeBachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificateDoctor's degree - research/scholarship,Yes,6491 (1538 undergraduate),12 to 1
112075,Concordia University-Irvine,CA,1530 Concordia West Irvine California 92612-3203,(949) 854-8002,www.cui.edu/,4-year Private not-for-profit,Associate's degreeBachelor's degreePostbaccalaureate certificateMaster's degreeDoctor's degree - research/scholarship,Yes,4071 (1704 undergraduate),20 to 1
180984,Concordia University-Nebraska,NE,800 N Columbia Ave Seward Nebraska 68434-1556,(800) 535-5494,www.cune.edu/,4-year Private not-for-profit,Bachelor's degreePostbaccalaureate certificateMaster's degree,Yes,3224 (2159 undergraduate),14 to 1
173328,Concordia University-Saint Paul,MN,1282 Concordia Ave Saint Paul Minnesota 55104-5494,(651) 641-8278,www.csp.edu/,4-year Private not-for-profit,Less than one year certificateAssociate's degreeBachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificateDoctor's degree - research/scholarshipDoctor's degree - professional practice,Yes,5585 (3578 undergraduate),20 to 1
238616,Concordia University-Wisconsin,WI,12800 N Lake Shore Dr Mequon Wisconsin 53097-2402,(262) 243-5700,www.cuw.edu/,4-year Private not-for-profit,One but less than two years certificateAssociate's degreeBachelor's degreeMaster's degreePost-master's certificateDoctor's degree - research/scholarshipDoctor's degree - professional practice,Yes,5492 (3094 undergraduate),11 to 1
493600,Congregation Talmidei Mesivta Tiferes Shmiel Aleksander,NY,1535 63rd Street Brooklyn New York 11219-5440,(718) 435-2105,yeshivaaleksander.org/,4-year Private not-for-profit,Bachelor's degree,Yes,173 (all undergraduate),17 to 1
128902,Connecticut College,CT,270 Mohegan Avenue New London Connecticut 06320-4196,(860) 447-1911,www.conncoll.edu/,4-year Private not-for-profit,Bachelor's degree,Yes,1737 (all undergraduate),9 to 1
217961,Converse College,SC,580 E Main St Spartanburg South Carolina 29302-0006,(864) 596-9000,www.converse.edu/,4-year Private not-for-profit,Bachelor's degreeMaster's degreePost-master's certificateDoctor's degree - research/scholarship,Yes,1377 (737 undergraduate),11 to 1
190372,Cooper Union for the Advancement of Science and Art,NY,7 East 7th Street New York New York 10003-7120,(212) 353-4100,www.cooper.edu/,4-year Private not-for-profit,Bachelor's degreeMaster's degree,Yes,887 (806 undergraduate),8 to 1
162283,Coppin State University,MD,2500 West North Avenue Baltimore Maryland 21216-3698,(410) 951-3000,www.coppin.edu/,4-year Public,Two but less than 4 years certificateBachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificateDoctor's degree - professional practice,Yes,2348 (2108 undergraduate),12 to 1
210331,Corban University,OR,5000 Deer Park Dr SE Salem Oregon 97317-9392,(503) 581-8600,www.corban.edu/,4-year Private not-for-profit,Associate's degreeBachelor's degreePostbaccalaureate certificateMaster's degreeDoctor's degree,Yes,1160 (966 undergraduate),13 to 1
153162,Cornell College,IA,600 First St. SW Mount Vernon Iowa 52314-1098,(319) 895-4000,www.cornellcollege.edu/,4-year Private not-for-profit,Bachelor's degreeMaster's degree,Yes,1002 (999 undergraduate),12 to 1
190415,Cornell University,NY,300 Day Hall Ithaca New York 14853,(607) 255-2000,www.cornell.edu/,4-year Private not-for-profit,Bachelor's degreePostbaccalaureate certificateMaster's degreeDoctor's degree - research/scholarshipDoctor's degree - professional practice,Yes,23620 (14743 undergraduate),9 to 1
170037,Cornerstone University,MI,1001 E Beltline Ave NE Grand Rapids Michigan 49525-5897,(616) 949-5300,www.cornerstone.edu/,4-year Private not-for-profit,Associate's degreeBachelor's degreeMaster's degreeDoctor's degree - research/scholarship,Yes,1917 (1461 undergraduate),15 to 1
235024,Cornish College of the Arts,WA,1000 Lenora Street Seattle Washington 98121,(206) 726-5016,www.cornish.edu/,4-year Private not-for-profit,Bachelor's degree,Yes,482 (all undergraduate),8 to 1
177117,Cottey College,MO,1000 W Austin Nevada Missouri 64772,(417) 667-8181,www.cottey.edu/,4-year primarily associate's Private not-for-profit,Associate's degreeBachelor's degree,Yes,283 (all undergraduate),6 to 1
139393,Covenant College,GA,14049 Scenic Highway Lookout Mountain Georgia 30750-4164,(706) 820-1560,www.covenant.edu/,4-year Private not-for-profit,Bachelor's degreeMaster's degree,Yes,911 (865 undergraduate),12 to 1
176770,Cox College,MO,1423 N Jefferson Springfield Missouri 65802-1917,(417) 269-3401,coxcollege.edu/,4-year Private not-for-profit,Associate's degreeBachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificate,No,975 (742 undergraduate),10 to 1
181002,Creighton University,NE,2500 California Plaza Omaha Nebraska 68178,(402) 280-2700,www.creighton.edu/,4-year Private not-for-profit,Less than one year certificateOne but less than two years certificateAssociate's degreeBachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificateDoctor's degree - research/scholarshipDoctor's degree - professional practice,Yes,8770 (4458 undergraduate),12 to 1
475608,Criswell College,TX,4010 Gaston Avenue Dallas Texas 75246-1537,(214) 821-5433,www.criswell.edu/,4-year Private not-for-profit,Associate's degreeBachelor's degreeMaster's degree,No,209 (158 undergraduate),7 to 1
106810,Crowley's Ridge College,AR,100 College Dr Paragould Arkansas 72450,(870) 236-6901,www.crc.edu/,4-year Private not-for-profit,Associate's degreeBachelor's degree,Yes,192 (all undergraduate),10 to 1
174862,Crown College,MN,8700 College View Drive Saint Bonifacius Minnesota 55375-9001,(952) 446-4100,www.crown.edu/,4-year Private not-for-profit,Less than one year certificateOne but less than two years certificateAssociate's degreeBachelor's degreePostbaccalaureate certificateMaster's degree,Yes,1485 (1141 undergraduate),16 to 1
190503,Culinary Institute of America,NY,1946 Campus Drive Hyde Park New York 12538-1499,(845) 452-9600,www.ciachef.edu/,4-year primarily associate's Private not-for-profit,One but less than two years certificateAssociate's degreeBachelor's degreeMaster's degree,Yes,3231 (3102 undergraduate),21 to 1
177144,Culver-Stockton College,MO,One College Hill Canton Missouri 63435-1299,(573) 288-6000,www.culver.edu/,4-year Private not-for-profit,Bachelor's degreeMaster's degree,Yes,1006 (954 undergraduate),14 to 1
219949,Cumberland University,TN,1 Cumberland Square Lebanon Tennessee 37087,(615) 444-2562 x1222,www.cumberland.edu/,4-year Private not-for-profit,Less than one year certificateAssociate's degreeBachelor's degreeMaster's degree,Yes,2704 (2397 undergraduate),17 to 1
190512,CUNY Bernard M Baruch College,NY,One Bernard Baruch Way (55 Lexington Ave at 24th St) New York New York 10010,(646) 312-1000,www.baruch.cuny.edu/,4-year Public,Bachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificateDoctor's degree - research/scholarship,Yes,19740 (15774 undergraduate),20 to 1
190549,CUNY Brooklyn College,NY,2900 Bedford Ave Brooklyn New York 11210,(718) 951-5000,www.brooklyn.cuny.edu/,4-year Public,Less than one year certificateOne but less than two years certificateBachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificate,No,17735 (14969 undergraduate),17 to 1
190567,CUNY City College,NY,160 Convent Ave New York New York 10031,(212) 650-7000,www.ccny.cuny.edu/,4-year Public,Less than one year certificateOne but less than two years certificateBachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificateDoctor's degree - research/scholarshipDoctor's degree - professional practice,Yes,15227 (12587 undergraduate),15 to 1
190576,CUNY Graduate School and University Center,NY,365 Fifth Ave New York New York 10016,(212) 817-7000,www.gc.cuny.edu/,4-year Public,Less than one year certificateOne but less than two years certificateBachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificateDoctor's degree - research/scholarshipDoctor's degree - professional practice,Yes,9300 (2973 undergraduate),10 to 1
190594,CUNY Hunter College,NY,695 Park Ave New York New York 10065,(212) 772-4000,www.hunter.cuny.edu/,4-year Public,Less than one year certificateOne but less than two years certificateBachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificateDoctor's degree - research/scholarshipDoctor's degree - professional practice,Yes,24052 (17943 undergraduate),15 to 1
190600,CUNY John Jay College of Criminal Justice,NY,524 W 59th St New York New York 10019,(212) 237-8000,www.jjay.cuny.edu/,4-year Public,Less than one year certificateOne but less than two years certificateAssociate's degreeBachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificate,Yes,15766 (13662 undergraduate),19 to 1
190637,CUNY Lehman College,NY,250 Bedford Park Blvd West Bronx New York 10468,(718) 960-8000,www.lehman.edu/,4-year Public,Less than one year certificateOne but less than two years certificateBachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificateDoctor's degree - professional practice,Yes,15091 (12833 undergraduate),17 to 1
190646,CUNY Medgar Evers College,NY,1650 Bedford Ave Brooklyn New York 11225,(718) 270-4900,ares.mec.cuny.edu/,4-year Public,Less than one year certificateOne but less than two years certificateAssociate's degreeBachelor's degree,No,5237 (all undergraduate),20 to 1
190655,CUNY New York City College of Technology,NY,300 Jay St Brooklyn New York 11201,(718) 260-5500,www.citytech.cuny.edu/,4-year Public,Less than one year certificateOne but less than two years certificateAssociate's degreeTwo but less than 4 years certificateBachelor's degree,No,15513 (all undergraduate),17 to 1
190664,CUNY Queens College,NY,65-30 Kissena Blvd Queens New York 11367,(718) 997-5000,www.qc.cuny.edu/,4-year Public,One but less than two years certificateBachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificate,Yes,19700 (16702 undergraduate),17 to 1
190691,CUNY York College,NY,94-20 Guy R. Brewer Blvd Jamaica New York 11451,(718) 262-2000,www.york.cuny.edu/,4-year Public,Less than one year certificateBachelor's degreeMaster's degree,No,7784 (7529 undergraduate),19 to 1
165529,Curry College,MA,1071 Blue Hill Ave Milton Massachusetts 02186-2395,(617) 333-0500,www.curry.edu/,4-year Private not-for-profit,Bachelor's degreeMaster's degreePost-master's certificate,Yes,2410 (2206 undergraduate),12 to 1
211893,Curtis Institute of Music,PA,1726 Locust St Philadelphia Pennsylvania 19103,(215) 435-1698,www.curtis.edu/,4-year Private not-for-profit,Two but less than 4 years certificateBachelor's degreePostbaccalaureate certificateMaster's degree,Yes,145 (113 undergraduate),2 to 1
113236,Cypress College,CA,9200 Valley View Cypress California 90630-5897,(714) 484-7000,www.cypresscollege.edu/,4-year primarily associate's Public,Less than one year certificateOne but less than two years certificateAssociate's degreeTwo but less than 4 years certificateBachelor's degree,No,15325 (all undergraduate),25 to 1
190725,Daemen College,NY,4380 Main St Amherst New York 14226-3592,(716) 839-3600,www.daemen.edu/,4-year Private not-for-profit,Less than one year certificateOne but less than two years certificateBachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificateDoctor's degree - professional practice,Yes,2536 (1631 undergraduate),11 to 1
219082,Dakota State University,SD,820 N Washington Ave Madison South Dakota 57042-1799,(605) 256-5111,dsu.edu/,4-year Public,Less than one year certificateOne but less than two years certificateAssociate's degreeBachelor's degreePostbaccalaureate certificateMaster's degreeDoctor's degree - research/scholarship,Yes,3186 (2740 undergraduate),18 to 1
219091,Dakota Wesleyan University,SD,1200 W University Ave Mitchell South Dakota 57301-4398,(605) 995-2600,www.dwu.edu/,4-year Private not-for-profit,Associate's degreeBachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificate,Yes,933 (781 undergraduate),12 to 1
224226,Dallas Baptist University,TX,3000 Mountain Creek Parkway Dallas Texas 75211-9299,(214) 333-7100,www.dbu.edu/,4-year Private not-for-profit,Less than one year certificateAssociate's degreeBachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificateDoctor's degree - research/scholarship,Yes,4247 (2874 undergraduate),14 to 1
224244,Dallas Christian College,TX,2700 Christian Pkwy. Dallas Texas 75234-7299,(972) 241-3371,www.dallas.edu/,4-year Private not-for-profit,Associate's degreeBachelor's degree,Yes,246 (all undergraduate),9 to 1
139463,Dalton State College,GA,650 College Drive Dalton Georgia 30720-3797,(706) 272-4436,www.daltonstate.edu/index.cms,4-year Public,Less than one year certificateOne but less than two years certificateAssociate's degreeTwo but less than 4 years certificateBachelor's degree,Yes,4794 (all undergraduate),19 to 1
182670,Dartmouth College,NH,207 Parkhurst Hall Hanover New Hampshire 03755-3529,(603) 646-1110,www.dartmouth.edu/,4-year Private not-for-profit,Bachelor's degreeMaster's degreeDoctor's degree - research/scholarshipDoctor's degree - professional practice,Yes,6292 (4170 undergraduate),7 to 1
169479,Davenport University,MI,6191 Kraft Avenue S.E. Grand Rapids Michigan 49512-9396,(616) 698-7111,www.davenport.edu/,4-year Private not-for-profit,One but less than two years certificateAssociate's degreeBachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificate,Yes,6127 (4999 undergraduate),13 to 1
198385,Davidson College,NC,405 N. Main Street Davidson North Carolina 28035,(704) 894-2000,davidson.edu/,4-year Private not-for-profit,Bachelor's degree,Yes,1983 (all undergraduate),9 to 1
237358,Davis & Elkins College,WV,100 Campus Dr Elkins West Virginia 26241-3996,(304) 637-1900,www.dewv.edu/,4-year Private not-for-profit,Associate's degreeBachelor's degree,Yes,738 (all undergraduate),12 to 1
194569,Davis College,NY,1 Chrisfield Avenue Johnson City New York 13790-2700,(607) 729-1581,www.davisny.edu/,4-year Private not-for-profit,Less than one year certificateOne but less than two years certificateAssociate's degreeTwo but less than 4 years certificateBachelor's degree,Yes,79 (all undergraduate),6 to 1
447014,Daytona College,FL,425 South Nova Road Ormond Beach Florida 32174-8445,(386) 267-0565,daytonacollege.edu/,4-year primarily associate's Private for-profit,Less than one year certificateOne but less than two years certificateAssociate's degreeBachelor's degree,No,236 (all undergraduate),12 to 1
133386,Daytona State College,FL,1200 W. International Speedway Blvd. Daytona Beach Florida 32114,(386) 506-3000,www.daytonastate.edu/,4-year primarily associate's Public,Less than one year certificateOne but less than two years certificateAssociate's degreeTwo but less than 4 years certificateBachelor's degree,No,12728 (all undergraduate),19 to 1
165574,Dean College,MA,99 Main Street Franklin Massachusetts 02038-1941,(508) 541-1900,www.dean.edu/,4-year Private not-for-profit,Less than one year certificateAssociate's degreeBachelor's degree,Yes,1180 (all undergraduate),16 to 1
202514,Defiance College,OH,701 N Clinton St. Defiance Ohio 43512,(419) 784-4010,www.defiance.edu/,4-year Private not-for-profit,Associate's degreeBachelor's degreeMaster's degree,Yes,607 (562 undergraduate),12 to 1
130934,Delaware State University,DE,1200 N. Dupont Highway Dover Delaware 19901,(302) 857-6060,www.desu.edu/,4-year Public,Less than one year certificateBachelor's degreeMaster's degreeDoctor's degree - research/scholarship,Yes,4739 (4131 undergraduate),16 to 1
130907,Delaware Technical Community College-Terry,DE,100 Campus Drive Dover Delaware 19901,(302) 857-1000,www.dtcc.edu/,4-year primarily associate's Public,One but less than two years certificateAssociate's degreeBachelor's degree,No,12955 (all undergraduate),13 to 1
211981,Delaware Valley University,PA,700 E Butler Ave Doylestown Pennsylvania 18901-2697,(215) 345-1500,www.delval.edu/,4-year Private not-for-profit,Less than one year certificateOne but less than two years certificateAssociate's degreeBachelor's degreePostbaccalaureate certificateMaster's degreeDoctor's degree - research/scholarship,Yes,2303 (1841 undergraduate),13 to 1
175616,Delta State University,MS,1003 W Sunflower Road Cleveland Mississippi 38733,(662) 846-3000,www.deltastate.edu/,4-year Public,Less than one year certificateOne but less than two years certificateBachelor's degreeMaster's degreePost-master's certificateDoctor's degree - research/scholarshipDoctor's degree - professional practice,Yes,2999 (2331 undergraduate),11 to 1
202523,Denison University,OH,100 West College Street Granville Ohio 43023,(740) 587-0810,www.denison.edu/,4-year Private not-for-profit,Bachelor's degree,Yes,2258 (all undergraduate),9 to 1
454856,Denver College of Nursing,CO,1401 19th St Denver Colorado 80202,(303) 292-0015,www.denvercollegeofnursing.edu/,4-year Private for-profit,Associate's degreeBachelor's degreeMaster's degree,No,1042 (1022 undergraduate),15 to 1
144740,DePaul University,IL,1 E Jackson Blvd Chicago Illinois 60604,(312) 362-8000,www.depaul.edu/,4-year Private not-for-profit,Less than one year certificateOne but less than two years certificateBachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificateDoctor's degree - research/scholarshipDoctor's degree - professional practice,Yes,21922 (14145 undergraduate),17 to 1
150400,DePauw University,IN,313 S Locust St Greencastle Indiana 46135-1772,(765) 658-4800,www.depauw.edu/,4-year Private not-for-profit,Bachelor's degree,Yes,1752 (all undergraduate),8 to 1
